REGN,C1_3,C2_3,C3_3
874,Í9.1,0.00,
874,Í10.1,0.40,
874,Í12,0.00,
875,Í1,30.86,
875,Í2,70.91,
875,Í3,100.34,
875,Í4,85.73,
875,Í7,117.68,
875,Í9.1,0.65,
875,Í10.1,1.11,
875,Í12,0.00,
880,Í1,18.32,
880,Í2,51.55,
880,Í3,88.44,
880,Í4,85.06,
880,Í7,293.07,
880,Í9.1,0.00,
880,Í10.1,1.76,
880,Í12,0.00,
889,Í1,11.97,
889,Í2,43.04,
889,Í3,80.36,
889,Í4,70.50,
889,Í7,422.14,
889,Í9.1,0.00,
889,Í10.1,0.76,
889,Í12,0.00,
901,Í1,11.64,
901,Í2,101.30,
901,Í3,75.19,
901,Í4,100.04,
901,Í7,248.99,
901,Í9.1,0.00,
901,Í10.1,1.94,
901,Í12,0.06,
902,Í1,17.79,
902,Í2,21.81,
902,Í3,99.94,
902,Í4,58.88,
902,Í7,254.19,
902,Í9.1,0.50,
902,Í10.1,1.18,
902,Í12,0.00,
903,Í1,15.83,
903,Í2,42.70,
903,Í3,79.32,
903,Í4,87.09,
903,Í7,186.92,
903,Í9.1,0.00,
903,Í10.1,1.24,
903,Í12,0.00,
912,Í1,11.34,
912,Í2,70.84,
912,Í3,87.06,
912,Í4,67.87,
912,Í7,490.74,
912,Í9.1,33.05,
912,Í10.1,1.29,
912,Í12,0.04,
914,Í1,101.77,
914,Í2,114.77,
914,Í3,113.44,
914,Í4,4.75,
914,Í7,11.39,
914,Í9.1,0.00,
914,Í10.1,0.20,
914,Í12,0.00,
917,Í1,13.40,
917,Í2,76.08,
917,Í3,85.94,
917,Í4,107.41,
917,Í7,362.37,
917,Í9.1,2.17,
917,Í10.1,2.68,
917,Í12,0.00,
918,Í1,11.99,
918,Í2,54.42,
918,Í3,92.34,
918,Í4,87.27,
918,Í7,169.37,
918,Í9.1,0.78,
918,Í10.1,2.40,
918,Í12,0.00,
927,Í1,36.32,
927,Í2,52.40,
927,Í3,64.57,
927,Í4,69.49,
927,Í7,111.39,
927,Í9.1,1.42,
927,Í10.1,1.61,
927,Í12,0.00,
930,Í1,28.77,
930,Í2,81.71,
930,Í3,71.06,
930,Í4,17.51,
930,Í7,182.77,
930,Í9.1,0.00,
930,Í10.1,0.34,
930,Í12,0.00,
931,Í1,11.42,
931,Í2,41.24,
931,Í3,100.13,
931,Í4,33.40,
931,Í7,606.65,
931,Í9.1,0.17,
931,Í10.1,0.55,
931,Í12,0.00,
933,Í1,19.91,
933,Í2,37.65,
933,Í3,93.08,
933,Í4,61.99,
933,Í7,237.58,
933,Í9.1,4.72,
933,Í10.1,1.46,
933,Í12,0.00,
937,Í1,15.24,
937,Í2,73.69,
937,Í3,88.55,
937,Í4,94.63,
937,Í7,316.21,
937,Í9.1,0.00,
937,Í10.1,0.72,
937,Í12,0.00,
948,Í1,15.30,
948,Í2,44.83,
948,Í3,56.62,
948,Í4,74.62,
948,Í7,301.79,
948,Í9.1,1.51,
948,Í10.1,0.53,
948,Í12,0.42,
963,Í1,12.16,
963,Í2,46.45,
963,Í3,149.65,
963,Í4,57.70,
963,Í7,250.37,
963,Í9.1,0.00,
963,Í10.1,1.23,
963,Í12,1.82,
965,Í1,31.56,
965,Í2,50.65,
965,Í3,101.19,
965,Í4,66.94,
965,Í7,127.09,
965,Í9.1,0.00,
965,Í10.1,1.61,
965,Í12,0.00,
967,Í1,12.66,
967,Í2,24.21,
967,Í3,57.81,
967,Í4,102.15,
967,Í7,364.02,
967,Í9.1,0.96,
967,Í10.1,2.00,
967,Í12,0.00,
969,Í1,32.21,
969,Í2,107.19,
969,Í3,72.62,
969,Í4,8.23,
969,Í7,209.34,
969,Í9.1,6.19,
969,Í10.1,0.07,
969,Í12,0.00,
970,Í1,15.92,
970,Í2,153.54,
970,Í3,147.43,
970,Í4,108.48,
970,Í7,336.13,
970,Í9.1,3.33,
970,Í10.1,0.96,
990,Í1,59.34,
990,Í2,147.88,
990,Í3,145.83,
990,Í4,71.79,
990,Í7,50.10,
990,Í9.1,0.00,
990,Í10.1,0.49,
990,Í12,0.00,
991,Í1,18.33,
991,Í2,58.61,
991,Í3,73.57,
991,Í4,70.30,
991,Í7,224.73,
991,Í9.1,0.75,
991,Í10.1,0.91,
991,Í12,0.00,
992,Í1,22.58,
992,Í2,117.18,
992,Í3,111.84,
992,Í4,109.44,
992,Í7,168.02,
992,Í9.1,21.85,
992,Í10.1,0.50,
992,Í12,0.00,
1000,Í1,12.24,
1000,Í2,63.16,
1000,Í3,70.45,
1000,Í4,88.33,
1000,Í7,402.05,
1000,Í9.1,0.00,
1000,Í10.1,0.01,
1000,Í12,20.56,
1002,Í1,22.20,
1002,Í2,64.82,
1002,Í3,74.15,
1002,Í4,55.34,
1002,Í7,269.30,
1002,Í9.1,1.77,
1002,Í10.1,1.89,
1002,Í12,0.00,
1003,Í1,25.76,
1003,Í2,103.07,
1003,Í3,75.45,
1003,Í4,17.22,
1003,Í7,265.01,
1003,Í9.1,0.00,
1003,Í10.1,0.70,
1003,Í12,0.00,
1006,Í1,42.29,
1006,Í2,89.78,
1006,Í3,93.76,
1006,Í4,91.76,
1006,Í7,0.00,
1006,Í9.1,5.25,
1006,Í10.1,0.20,
1006,Í12,0.08,
1016,Í1,19.33,
1016,Í2,93.09,
1016,Í3,330.76,
1016,Í4,12.71,
1016,Í7,221.90,
1016,Í9.1,0.00,
1016,Í10.1,0.30,
1016,Í12,0.00,
1019,Í1,12.59,
1019,Í2,82.92,
1019,Í3,74.53,
1019,Í4,99.48,
1019,Í7,380.31,
1019,Í9.1,0.00,
1019,Í10.1,0.19,
1019,Í12,0.04,
1025,Í1,12.19,
1025,Í2,154.98,
1025,Í3,266.58,
1025,Í4,109.61,
1025,Í7,450.72,
1025,Í9.1,0.00,
1025,Í10.1,1.12,
1025,Í12,0.00,
1027,Í1,60.06,
1027,Í2,80.84,
1027,Í3,77.56,
1027,Í4,53.54,
1027,Í7,34.98,
1027,Í9.1,0.00,
1027,Í10.1,0.50,
1027,Í12,0.00,
1035,Í1,45.80,
1035,Í2,86.13,
1035,Í3,95.85,
1035,Í4,26.28,
1035,Í7,127.23,
1035,Í9.1,0.00,
1035,Í10.1,0.50,
1035,Í12,0.00,
1037,Í1,207.77,
1037,Í2,540.96,
1037,Í3,543.40,
1037,Í4,27.87,
1037,Í7,0.00,
1037,Í9.1,0.00,
1037,Í10.1,0.29,
1037,Í12,0.00,
1043,Í1,13.88,
1043,Í2,30.44,
1043,Í3,64.75,
1043,Í4,103.79,
1043,Í7,400.61,
1043,Í9.1,0.00,
1043,Í10.1,2.57,
1043,Í12,2.65,
1046,Í1,72.89,
1046,Í2,45.75,
1046,Í3,105.28,
1046,Í4,32.71,
1046,Í7,78.56,
1046,Í9.1,0.79,
1046,Í10.1,0.53,
1046,Í12,0.00,
1049,Í1,15.64,
1049,Í2,61.23,
1049,Í3,85.28,
1049,Í4,65.18,
1049,Í7,129.01,
1049,Í9.1,2.79,
1049,Í10.1,1.49,
1049,Í12,0.00,
1050,Í1,17.76,
1050,Í2,47.29,
1050,Í3,51.45,
1050,Í4,118.50,
1050,Í7,411.31,
1050,Í9.1,0.00,
1050,Í10.1,0.33,
1050,Í12,0.00,
1052,Í1,42.53,
1052,Í2,124.06,
1052,Í3,130.90,
1052,Í4,23.22,
1052,Í7,133.46,
1052,Í9.1,0.00,
1052,Í10.1,0.00,
1052,Í12,0.00,
1053,Í1,17.95,
1053,Í2,53.46,
1053,Í3,83.59,
1053,Í4,109.60,
1053,Í7,303.10,
1053,Í9.1,0.00,
1053,Í10.1,1.03,
1053,Í12,21.84,
1059,Í1,27.55,
1059,Í2,102.50,
1059,Í3,100.68,
1059,Í4,1.92,
1059,Í7,226.30,
1059,Í9.1,18.16,
1059,Í10.1,2.23,
1059,Í12,0.00,
1060,Í1,13.65,
1060,Í2,79.94,
1060,Í3,81.18,
1060,Í4,68.35,
1060,Í7,443.16,
1060,Í9.1,8.47,
1060,Í10.1,0.21,
1060,Í12,0.00,
1067,Í1,16.53,
1067,Í2,63.92,
1067,Í3,87.54,
1067,Í4,38.70,
1067,Í7,437.83,
1067,Í9.1,0.00,
1067,Í10.1,0.27,
1067,Í12,0.00,
1068,Í1,23.90,
1068,Í2,61.58,
1068,Í3,89.50,
1068,Í4,87.82,
1068,Í7,176.28,
1068,Í9.1,0.00,
1068,Í10.1,1.18,
1068,Í12,0.00,
1071,Í1,16.24,
1071,Í2,152.41,
1071,Í3,157.53,
1071,Í4,117.77,
1071,Í7,383.41,
1071,Í9.1,0.06,
1071,Í10.1,0.20,
1071,Í12,0.00,
1073,Í1,11.53,
1073,Í2,42.42,
1073,Í3,64.55,
1073,Í4,79.87,
1073,Í7,236.32,
1073,Í9.1,0.00,
1073,Í10.1,0.56,
1073,Í12,0.00,
1084,Í1,18.26,
1084,Í2,35.47,
1084,Í3,55.49,
1084,Í4,112.47,
1084,Í7,177.32,
1084,Í9.1,1.26,
1084,Í10.1,1.57,
1084,Í12,0.00,
1087,Í1,33.18,
1087,Í2,207.76,
1087,Í3,226.37,
1087,Í4,43.48,
1087,Í7,186.81,
1087,Í9.1,0.00,
1087,Í10.1,1.18,
1087,Í12,0.00,
1088,Í1,17.39,
1088,Í2,75.06,
1088,Í3,85.11,
1088,Í4,55.08,
1088,Í7,205.35,
1088,Í9.1,6.19,
1088,Í10.1,1.88,
1088,Í12,0.00,
1093,Í1,39.03,
1093,Í2,41.42,
1093,Í3,59.27,
1093,Í4,67.89,
1093,Í7,111.80,
1093,Í9.1,1.52,
1093,Í10.1,2.42,
1093,Í12,0.00,
1114,Í1,31.23,
1114,Í2,85.06,
1114,Í3,88.23,
1114,Í4,99.27,
1114,Í7,142.20,
1114,Í9.1,9.25,
1114,Í10.1,0.29,
1114,Í12,0.00,
1115,Í1,12.70,
1115,Í2,74.81,
1115,Í3,96.34,
1115,Í4,95.34,
1115,Í7,451.28,
1115,Í9.1,0.00,
1115,Í10.1,1.91,
1115,Í12,0.00,
1118,Í1,22.12,
1118,Í2,81.44,
1118,Í3,104.08,
1118,Í4,23.90,
1118,Í7,206.43,
1118,Í9.1,0.00,
1118,Í10.1,0.14,
1118,Í12,0.00,
1121,Í1,21.46,
1121,Í2,60.20,
1121,Í3,58.31,
1121,Í4,115.96,
1121,Í7,134.34,
1121,Í9.1,0.00,
1121,Í10.1,2.19,
1121,Í12,0.00,
1134,Í1,73.57,
1134,Í2,125.74,
1134,Í3,128.70,
1134,Í4,49.80,
1134,Í7,87.48,
1134,Í9.1,0.35,
1134,Í10.1,1.37,
1134,Í12,0.00,
1136,Í1,20.60,
1136,Í2,39.28,
1136,Í3,70.12,
1136,Í4,118.25,
1136,Í7,222.02,
1136,Í9.1,18.12,
1136,Í10.1,0.78,
1136,Í12,0.31,
1137,Í1,24.04,
1137,Í2,87.90,
1137,Í3,86.10,
1137,Í4,106.37,
1137,Í7,159.01,
1137,Í9.1,13.19,
1137,Í10.1,2.62,
1137,Í12,0.00,
1139,Í1,14.53,
1139,Í2,57.15,
1139,Í3,70.09,
1139,Í4,51.62,
1139,Í7,535.24,
1139,Í9.1,14.81,
1139,Í10.1,2.08,
1139,Í12,0.00,
1143,Í1,92.14,
1143,Í2,266.31,
1143,Í3,1184.70,
1143,Í4,1.02,
1143,Í7,88.67,
1143,Í9.1,32.97,
1143,Í10.1,0.24,
1143,Í12,0.00,
1144,Í1,14.78,
1144,Í2,72.77,
1144,Í3,98.66,
1144,Í4,70.98,
1144,Í7,405.12,
1144,Í9.1,1.87,
1144,Í10.1,1.54,
1151,Í1,23.00,
1151,Í2,99.76,
1151,Í3,100.09,
1151,Í4,80.14,
1151,Í7,257.32,
1151,Í9.1,20.01,
1151,Í10.1,2.13,
1151,Í12,0.00,
1153,Í1,17.90,
1153,Í2,116.65,
1153,Í3,135.77,
1153,Í4,3.09,
1153,Í7,332.57,
1153,Í9.1,0.00,
1153,Í10.1,0.54,
1153,Í12,0.01,
1158,Í1,25.33,
1158,Í2,110.86,
1158,Í3,122.33,
1158,Í4,35.75,
1158,Í7,111.37,
1158,Í10.1,1.03,
1158,Í12,0.05,
1165,Í1,94.14,
1165,Í2,75.55,
1165,Í3,183.58,
1165,Í4,24.60,
1165,Í7,38.44,
1165,Í9.1,0.00,
1165,Í10.1,0.48,
1165,Í12,0.00,
1166,Í1,25.05,
1166,Í2,61.70,
1166,Í3,98.33,
1166,Í4,58.16,
1166,Í7,146.10,
1166,Í9.1,15.48,
1166,Í10.1,0.11,
1166,Í12,0.00,
1184,Í1,18.84,
1184,Í2,49.07,
1184,Í3,127.02,
1184,Í4,57.81,
1184,Í7,229.14,
1184,Í9.1,3.42,
1184,Í10.1,1.09,
1184,Í12,0.00,
1189,Í1,13.71,
1189,Í2,55.40,
1189,Í3,98.60,
1189,Í4,52.61,
1189,Í7,171.64,
1189,Í9.1,17.45,
1189,Í10.1,0.26,
1189,Í12,0.00,
1197,Í1,35.23,
1197,Í2,100.93,
1197,Í3,102.39,
1197,Í4,37.95,
1197,Í7,151.54,
1197,Í9.1,0.00,
1197,Í10.1,1.23,
1197,Í12,0.00,
1222,Í1,13.97,
1222,Í2,79.87,
1222,Í3,71.42,
1222,Í4,46.49,
1222,Í7,300.07,
1222,Í9.1,0.23,
1222,Í10.1,1.17,
1222,Í12,0.00,
1239,Í1,96.09,
1239,Í2,152.30,
1239,Í3,185.23,
1239,Í4,13.42,
1239,Í7,52.75,
1239,Í9.1,0.00,
1239,Í10.1,0.37,
1239,Í12,0.00,
1242,Í1,11.62,
1242,Í2,65.12,
1242,Í3,71.46,
1242,Í4,83.92,
1242,Í7,565.03,
1242,Í9.1,0.00,
1242,Í10.1,0.60,
1242,Í12,0.00,
1244,Í1,90.19,
1244,Í2,99.91,
1244,Í3,379.58,
1244,Í4,16.23,
1244,Í7,36.71,
1244,Í9.1,0.00,
1244,Í10.1,0.24,
1244,Í12,0.00,
1249,Í1,27.70,
1249,Í2,75.49,
1249,Í3,86.40,
1249,Í4,73.15,
1249,Í7,27.71,
1249,Í9.1,27.22,
1249,Í10.1,2.07,
1249,Í12,0.00,
1250,Í1,13.55,
1250,Í2,56.24,
1250,Í3,88.59,
1250,Í4,6.55,
1250,Í7,413.53,
1250,Í9.1,0.00,
1250,Í10.1,0.99,
1250,Í12,0.00,
1276,Í1,31.60,
1276,Í2,73.69,
1276,Í3,84.44,
1276,Í4,70.72,
1276,Í7,39.04,
1276,Í9.1,8.37,
1276,Í10.1,1.13,
1276,Í12,0.00,
1277,Í1,12.88,
1277,Í2,71.47,
1277,Í3,76.92,
1277,Í4,70.15,
1277,Í7,445.37,
1277,Í9.1,0.48,
1277,Í10.1,2.54,
1277,Í12,0.00,
1280,Í1,14.36,
1280,Í2,97.45,
1280,Í3,95.09,
1280,Í4,73.95,
1280,Í7,325.37,
1280,Í9.1,16.55,
1280,Í10.1,2.35,
1280,Í12,0.00,
1281,Í1,27.35,
1281,Í2,179.38,
1281,Í3,132.30,
1281,Í4,82.96,
1281,Í7,202.46,
1281,Í9.1,0.00,
1281,Í10.1,2.22,
1281,Í12,0.00,
1282,Í1,20.06,
1282,Í2,100.95,
1282,Í3,99.53,
1282,Í4,74.36,
1282,Í7,136.82,
1282,Í9.1,21.37,
1282,Í10.1,0.34,
1282,Í12,21.54,
1284,Í1,11.27,
1284,Í2,76.31,
1284,Í3,118.16,
1284,Í4,105.24,
1284,Í7,643.17,
1284,Í9.1,0.00,
1284,Í10.1,2.11,
1284,Í12,0.00,
1288,Í1,16.45,
1288,Í2,59.32,
1288,Í3,81.25,
1288,Í4,8.16,
1288,Í7,38.20,
1288,Í9.1,0.00,
1288,Í10.1,1.01,
1288,Í12,0.00,
1291,Í1,37.21,
1291,Í2,61.23,
1291,Í3,111.84,
1291,Í4,72.21,
1291,Í7,105.87,
1291,Í9.1,0.00,
1291,Í10.1,0.53,
1291,Í12,0.00,
1293,Í1,16.49,
1293,Í2,79.36,
1293,Í3,87.20,
1293,Í4,52.39,
1293,Í7,258.48,
1293,Í9.1,0.78,
1293,Í10.1,2.10,
1293,Í12,0.00,
1307,Í1,53.15,
1307,Í2,98.73,
1307,Í3,142.20,
1307,Í4,38.36,
1307,Í7,51.45,
1307,Í9.1,0.00,
1307,Í10.1,0.13,
1307,Í12,9.71,
1309,Í1,47.98,
1309,Í2,114.44,
1309,Í3,102.40,
1309,Í4,41.23,
1309,Í7,34.55,
1309,Í9.1,0.00,
1309,Í10.1,1.28,
1309,Í12,0.00,
1312,Í1,14.84,
1312,Í2,104.26,
1312,Í3,103.79,
1312,Í4,61.81,
1312,Í7,342.81,
1312,Í9.1,0.00,
1312,Í10.1,1.30,
1312,Í12,0.00,
1317,Í1,10.89,
1317,Í2,48.43,
1317,Í3,59.37,
1317,Í4,106.65,
1317,Í7,404.87,
1317,Í9.1,0.00,
1317,Í10.1,0.99,
1317,Í12,0.00,
1319,Í1,11.80,
1319,Í2,68.89,
1319,Í3,87.90,
1319,Í4,51.80,
1319,Í7,438.73,
1319,Í9.1,0.01,
1319,Í10.1,1.76,
1319,Í12,0.00,
1329,Í1,13.67,
1329,Í2,47.77,
1329,Í3,58.82,
1329,Í4,87.59,
1329,Í7,356.23,
1329,Í9.1,0.00,
1329,Í10.1,1.85,
1329,Í12,0.00,
1343,Í1,12.23,
1343,Í2,66.78,
1343,Í3,129.11,
1343,Í4,89.48,
1343,Í7,142.93,
1343,Í9.1,0.00,
1343,Í10.1,1.65,
1343,Í12,1.54,
1352,Í1,29.75,
1352,Í2,97.06,
1352,Í3,132.93,
1352,Í4,29.79,
1352,Í7,78.02,
1352,Í9.1,1.43,
1352,Í10.1,1.62,
1352,Í12,0.00,
1354,Í1,48.60,
1354,Í2,17.62,
1354,Í3,120.42,
1354,Í4,3.28,
1354,Í7,108.51,
1354,Í9.1,0.00,
1354,Í10.1,0.00,
1354,Í12,0.00,
1370,Í1,16.18,
1370,Í2,77.93,
1370,Í3,97.61,
1370,Í4,71.04,
1370,Í7,337.21,
1370,Í9.1,0.00,
1370,Í10.1,0.22,
1370,Í12,0.00,
1376,Í1,18.28,
1376,Í2,92.70,
1376,Í3,98.36,
1376,Í4,52.02,
1376,Í7,169.52,
1376,Í9.1,0.00,
1376,Í10.1,1.41,
1376,Í12,0.00,
1378,Í1,13.67,
1378,Í2,37.10,
1378,Í3,86.26,
1378,Í4,93.61,
1378,Í7,312.35,
1378,Í9.1,0.00,
1378,Í10.1,2.24,
1378,Í12,0.00,
1398,Í1,11.31,
1398,Í2,72.07,
1398,Í3,77.91,
1398,Í4,44.95,
1398,Í7,475.55,
1398,Í9.1,9.46,
1398,Í10.1,2.03,
1398,Í12,0.00,
1399,Í1,15.99,
1399,Í2,27.19,
1399,Í3,82.19,
1399,Í4,77.27,
1399,Í7,411.77,
1399,Í9.1,0.04,
1399,Í10.1,1.76,
1399,Í12,0.00,
1405,Í1,15.07,
1405,Í2,106.11,
1405,Í3,97.29,
1405,Í4,74.65,
1405,Í7,421.27,
1405,Í9.1,10.76,
1405,Í10.1,0.86,
1405,Í12,0.00,
1411,Í1,14.75,
1411,Í2,49.49,
1411,Í3,71.30,
1411,Í4,55.25,
1411,Í7,453.04,
1411,Í9.1,3.33,
1411,Í10.1,0.52,
1411,Í12,0.01,
1414,Í1,13.30,
1414,Í2,37.69,
1414,Í3,133.41,
1414,Í4,74.98,
1414,Í7,427.31,
1414,Í9.1,0.07,
1414,Í10.1,1.30,
1414,Í12,0.00,
1415,Í1,61.93,
1415,Í2,86.44,
1415,Í3,174.90,
1415,Í4,14.01,
1415,Í7,30.43,
1415,Í9.1,0.00,
1415,Í10.1,0.99,
1415,Í12,1.48,
1439,Í1,11.81,
1439,Í2,61.62,
1439,Í3,85.41,
1439,Í4,79.48,
1439,Í7,275.14,
1439,Í9.1,0.04,
1439,Í10.1,1.40,
1439,Í12,1.83,
1441,Í1,34.53,
1441,Í2,67.48,
1441,Í3,296.61,
1441,Í4,12.62,
1441,Í7,230.72,
1441,Í9.1,0.00,
1441,Í10.1,0.89,
1441,Í12,0.00,
1455,Í1,17.85,
1455,Í2,61.46,
1455,Í3,112.87,
1455,Í4,81.15,
1455,Í7,121.31,
1455,Í9.1,0.00,
1455,Í10.1,2.22,
1455,Í12,0.00,
1459,Í1,12.13,
1459,Í2,56.04,
1459,Í3,73.16,
1459,Í4,69.67,
1459,Í7,457.25,
1459,Í9.1,0.00,
1459,Í10.1,1.87,
1459,Í12,0.00,
1460,Í1,11.32,
1460,Í2,91.99,
1460,Í3,106.46,
1460,Í4,92.31,
1460,Í7,21.87,
1460,Í9.1,0.83,
1460,Í10.1,0.94,
1460,Í12,0.00,
1470,Í1,17.16,
1470,Í2,42.83,
1470,Í3,74.30,
1470,Í4,101.70,
1470,Í7,281.55,
1470,Í9.1,2.93,
1470,Í10.1,0.40,
1470,Í12,0.02,
1478,Í1,107.51,
1478,Í2,203.92,
1478,Í3,202.63,
1478,Í4,71.08,
1478,Í7,27.75,
1478,Í9.1,0.00,
1478,Í10.1,0.00,
1478,Í12,0.00,
1481,Í1,15.24,
1481,Í2,50.78,
1481,Í3,73.52,
1481,Í4,90.99,
1481,Í7,123.65,
1481,Í9.1,0.00,
1481,Í10.1,0.89,
1481,Í12,0.67,
1521,Í1,12.53,
1521,Í2,79.18,
1521,Í3,99.53,
1521,Í4,87.44,
1521,Í7,387.45,
1521,Í9.1,0.00,
1521,Í10.1,0.70,
1521,Í12,0.00,
1555,Í1,12.12,
1555,Í2,24.61,
1555,Í3,76.30,
1555,Í4,58.98,
1555,Í7,479.51,
1555,Í9.1,6.07,
1555,Í10.1,0.36,
1555,Í12,0.78,
1557,Í1,11.03,
1557,Í2,95.92,
1557,Í3,149.30,
1557,Í4,47.35,
1557,Í7,75.65,
1557,Í9.1,0.00,
1557,Í10.1,1.84,
1557,Í12,0.00,
1573,Í1,13.38,
1573,Í2,27.81,
1573,Í3,67.64,
1573,Í4,115.85,
1573,Í7,489.17,
1573,Í9.1,29.38,
1573,Í10.1,1.52,
1573,Í12,0.16,
1574,Í1,12.01,
1574,Í2,79.13,
1574,Í3,88.77,
1574,Í4,106.01,
1574,Í7,278.81,
1574,Í9.1,0.00,
1574,Í10.1,1.63,
1574,Í12,0.00,
1581,Í1,11.75,
1581,Í2,47.56,
1581,Í3,93.00,
1581,Í4,86.96,
1581,Í7,343.86,
1581,Í9.1,0.08,
1581,Í10.1,0.93,
1581,Í12,0.00,
1586,Í1,24.95,
1586,Í2,70.00,
1586,Í3,81.93,
1586,Í4,90.46,
1586,Í7,231.91,
1586,Í9.1,18.39,
1586,Í10.1,1.44,
1586,Í12,0.00,
1598,Í1,12.53,
1598,Í2,99.44,
1598,Í3,102.82,
1598,Í4,74.68,
1598,Í7,519.67,
1598,Í9.1,0.00,
1598,Í10.1,1.78,
1598,Í12,0.00,
1608,Í1,12.99,
1608,Í2,94.81,
1608,Í3,118.33,
1608,Í4,66.58,
1608,Í7,411.09,
1608,Í9.1,0.00,
1608,Í10.1,1.38,
1608,Í12,0.00,
1614,Í1,50.06,
1614,Í2,52.12,
1614,Í3,93.20,
1614,Í4,78.67,
1614,Í7,107.26,
1614,Í10.1,0.86,
1616,Í1,16.14,
1616,Í2,69.08,
1616,Í3,111.35,
1616,Í4,90.86,
1616,Í7,363.06,
1616,Í9.1,0.05,
1616,Í10.1,2.37,
1616,Í12,1.04,
1617,Í1,16.46,
1617,Í2,35.73,
1617,Í3,54.88,
1617,Í4,93.23,
1617,Í7,339.21,
1617,Í9.1,14.22,
1617,Í10.1,0.25,
1617,Í12,11.03,
1618,Í1,35.91,
1618,Í10.1,0.00,
1618,Í12,0.00,
1618,Í15,130.48,
1618,Í16,0.00,
1618,Í16.1,0.00,
1618,Í16.2,0.00,
1623,Í1,12.20,
1623,Í2,39.35,
1623,Í3,57.95,
1623,Í4,96.05,
1623,Í7,44.69,
1623,Í9.1,0.00,
1623,Ò1,3524.00,
1623,Ò2,101.00,
1623,Í10.1,1.08,
1623,Í12,0.00,
1623,Í17,137.88,
1623,Í18,101.38,
1623,Í19,0.00,
1626,Í1,11.52,
1626,Í2,94.81,
1626,Í3,95.66,
1626,Í4,100.74,
1626,Í7,559.38,
1626,Í9.1,0.09,
1626,Í10.1,0.53,
1626,Í12,0.27,
1635,Í1,12.65,
1635,Í2,31.86,
1635,Í3,79.45,
1635,Í4,40.28,
1635,Í7,450.81,
1635,Í9.1,0.00,
1635,Í10.1,2.08,
1635,Í12,0.00,
1637,Í1,12.85,
1637,Í2,52.17,
1637,Í3,77.83,
1637,Í4,88.33,
1637,Í7,419.21,
1637,Í9.1,0.01,
1637,Í10.1,1.40,
1637,Í12,0.00,
1639,Í1,33.69,
1639,Í2,77.72,
1639,Í3,74.35,
1639,Í4,82.73,
1639,Í7,131.45,
1639,Í9.1,9.45,
1639,Í10.1,1.20,
1639,Í12,12.46,
1640,Í1,21.67,
1640,Í2,74.31,
1640,Í3,77.28,
1640,Í4,50.32,
1640,Í7,259.53,
1640,Í9.1,0.06,
1640,Í10.1,2.00,
1640,Í12,0.00,
1657,Í1,12.03,
1657,Í2,42.43,
1657,Í3,68.18,
1657,Í4,47.24,
1657,Í7,368.08,
1657,Í9.1,18.15,
1657,Í10.1,2.21,
1657,Í12,0.04,
1659,Í1,11.43,
1659,Í2,64.41,
1659,Í3,81.14,
1659,Í4,54.22,
1659,Í7,394.06,
1659,Í10.1,1.18,
1661,Í1,48.03,
1661,Í2,114.92,
1661,Í3,100.33,
1661,Í4,44.05,
1661,Í7,132.66,
1661,Í9.1,0.19,
1661,Í10.1,1.19,
1661,Í12,0.00,
1663,Í1,63.92,
1663,Í2,61.59,
1663,Í3,752.90,
1663,Í4,0.00,
1663,Í7,0.00,
1663,Í9.1,0.00,
1663,Í10.1,0.00,
1663,Í12,0.00,
1671,Í1,14.42,
1671,Í2,94.73,
1671,Í3,84.91,
1671,Í4,100.32,
1671,Í7,517.00,
1671,Í9.1,0.10,
1671,Í10.1,0.05,
1671,Í12,0.00,
1673,Í1,44.34,
1673,Í2,97.32,
1673,Í3,74.52,
1673,Í4,35.92,
1673,Í7,145.33,
1673,Í9.1,18.60,
1673,Í10.1,1.78,
1673,Í12,0.00,
1675,Í1,26.88,
1675,Í2,76.74,
1675,Í3,108.32,
1675,Í4,65.36,
1675,Í7,98.42,
1675,Í9.1,0.00,
1675,Í10.1,1.72,
1675,Í12,0.00,
1677,Í1,13.06,
1677,Í2,42.92,
1677,Í3,67.15,
1677,Í4,30.48,
1677,Í7,398.30,
1677,Í9.1,1.74,
1677,Í10.1,0.21,
1677,Í12,0.00,
1679,Í1,84.58,
1679,Í2,130.71,
1679,Í3,115.99,
1679,Í4,20.20,
1679,Í7,92.53,
1679,Í9.1,0.00,
1679,Í10.1,1.02,
1679,Í12,0.00,
1680,Í1,36.28,
1680,Í2,50.65,
1680,Í3,65.98,
1680,Í4,79.31,
1680,Í7,146.12,
1680,Í9.1,0.00,
1680,Í10.1,0.00,
1680,Í12,0.00,
1684,Í1,30.68,
1684,Í2,66.68,
1684,Í3,71.31,
1684,Í4,3.43,
1684,Í7,192.30,
1684,Í9.1,0.00,
1684,Í10.1,0.16,
1684,Í12,0.00,
1697,Í1,36.25,
1697,Í2,32.20,
1697,Í3,131.58,
1697,Í4,30.86,
1697,Í7,217.00,
1697,Í9.1,0.00,
1697,Í10.1,0.06,
1697,Í12,0.00,
1701,Í1,20.19,
1701,Í2,57.69,
1701,Í3,90.27,
1701,Í4,85.74,
1701,Í7,243.53,
1701,Í9.1,0.00,
1701,Í10.1,0.95,
1701,Í12,0.00,
1704,Í1,30.88,
1704,Í2,110.51,
1704,Í3,107.81,
1704,Í4,50.39,
1704,Í7,161.94,
