REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_5
3328,45,18427242,1027739369041,3328,044525101,2/1/2011,"ООО ""Дойче Банк""","115035, г. Москва, ул. Садовническая, д. 82, стр. 2",Член Правления,Томлянович Степан Анатольевич,Заместитель главного бухгалтера,Апарина Виктория Вячеславовна,Заместитель главного бухгалтера,Апарина Виктория Вячеславовна,797 53 35,15
3330,45,18511570,1027739453390,3330,044525102,2/1/2011,"ЗАО ""Дексиа Банк""","123022,  г. Москва, ул. 2-я Звенигородская, д. 13, стр. 42",Президент,Ирсой А.М.,Зам. Главного  бухгалтера,Н.А. Елманова,Cпециалист,Зарубина Т.А.,725-10-20 (137),25
3332,92,48701812,1021600000861,3332-К,049205201,2/1/2011,"ЗАО НКО ""Сетевая Расчетная Палата""","420111, г.Казань, ул. К.Маркса, д.5, оф.28,32",Председатель Правления,Р.В.Габутдинов,Главный бухгалтер,Л.Н. Каюмова,Начальник экономического отдела,Сафина М.М,2330661,19
3333,45,18680159,1027739070259,3333,044525105,2/1/2011,"ЗАО ""КОММЕРЦБАНК (ЕВРАЗИЯ)""","119017,  г. Москва, Кадашевская набережная, д. 14/2",И.о. Председателя Правления,А.Ю.Торбин,"Главный бухгалтер, Член Правления, Финансовый директор",А.А.Гороховский,Зам. Главного бухгалтера,Т.Л.Пешкова,797-4836,15
3334,95,49212386,1021900002520,3334,049514760,2/1/2011,"АКБ ""БАНК ХАКАСИИ"" (ОАО)","655012, Республика Хакасия, г.Абакан, ул.Пушкина, 67",зам.Председателя Правления,Величко О.А.,главный бухгалтер,Дегилевич Т.Н.,начальник,Помыткин В.Е.,240188,24
3335,45,18752611,1107711000077,3335-К,044583258,2/1/2011,"НКО ""Расчетная палата РТС"" (ЗАО)","125009, г. Москва, ул. Воздвиженка, д. 4/7, стр. 1",Председатель Правления,Ионова И.Б.,И. О.  Главного бухгалтера,Крайнова С.В.,И.О. Главного бухгалтера,Крайнова С.В.,705-90-31,15
3339,03,51350428,1022300000580,3339,040349981,2/1/2011,"ЗАО ""ИБК""","350000, г. Краснодар, Центральный округ, ул. Северная/им.Янковского, дом №400/170",Зам. Генерального директора,Юдин А.М.,Главный бухгалтер,Соколова А.В.,Главный бухгалтер,Соколова А.В.,210-98-79,15
3340,45,18933034,1027739108649,3340,044525108,2/1/2011,"ОАО ""РосБР""","119034,  г. Москва, 1-й Зачатьевский пер., д. 3, стр. 1",Заместитель Председателя Правления,Мартынова Н.В.,Главный бухгалтер,Потехин В.Б.,Зам. директора Департамента учета и отчетности,Гольцева А.И.,7837915,15
3341,47,48209382,1035100260579,3341-К,044705301,2/1/2011,"ООО НКО ""Мурманский расчетный центр""","183071, г. Мурманск, ул. Старостина, 21",Председатель Правления,Яковенко Э.В.,Главный бухгалтер,Смирнова С.Н.,зам. главного бухгалтера,Ямансарова Ж.Г.,277266,30
3342,45,18992812,1027739479987,3342-К,044583103,2/1/2011,"НКО ""ОРС"" (ОАО)","125445,  г. Москва, ул. Смольная, д. 22, строение 1",Председатель Правления,О.И. Тишаков,Главный бухгалтер,О.П. Очилдиева,Старший экономист отд. бух. учета,Л.Б.Комиссаров,(495)258-08-47,15
3343,45,52597125,1037711004011,3343-К,044579495,2/1/2011,"ЗАО НКО ""ПКД""","119019, г. Москва, ул. Волхонка, д.18/2",Председатель правления,Старицкая Т.П.,Главный бухгалтер,Федулеева И.А.,Заместитель главного бухгалтера,Климушин М.Л.,223-03-00,15
3344,45,52597303,1027739051130,3344,044585185,2/1/2011,"КБ ""МИА"" (ОАО)","107045, г. Москва, Селив?рстов переулок, дом 4, стр. 1",Заместитель Генерального директора,Краснова Л.В.,Главный бухгалтер,Паламарчук Т.Г.,Начальник отдела подготовки банковской отчетности,Корнева М.И.,380-30-47,16
3345,45,52698955,1027700338379,3345,044585153,2/1/2011,"ООО КБ ""Объединенный банк развития""","127238, г. Москва, 3-й Нижнелихоборский проезд, д. 1 А",Председатель Правления,Сотсков В. А.,Заместитель Председателя Правления,Бородич В. В.,Зам.главного бухгалтера,Ободзинская А. В.,730-77-99 доб. 364,15
3346,37,51127417,1024500000898,3346-К,043735358,2/1/2011,"ОАО НКО ""Городской расчетный центр""","640000, г.Курган, ул. Гоголя, 109 А",Председатель Правления,Л.М. Тараторкина,Главный бухгалтер,Н.А. Хлопина,Исполнитель,О.А. Литвинова,656651,15
3349,45,52750822,1027700342890,3349,044525111,2/1/2011,"ОАО ""Россельхозбанк""","119034, г. Москва, Гагаринский пер., д.3","Член Правления, заместитель Председателя Правления",Кирина В.В.,Директор департамента бухгалтерского учета и отчетности- заместитель главного бухгалтера,Гальперин И.Е.,Начальник отдела,Шпак А.Н.,363-05-54,21
3350,45,52812115,1037739365487,3350,044583138,2/1/2011,"ООО КБ ""Расчетный Дом""","115093, г. Москва, 1-й Павловский переулок, д.3",Заместитель Председателя Правления,Лукьянова И.В.,Главный бухгалтер,Старостина И.К.,Заместитель Председателя Правления,Малюшкина А.А.,958-62-24,19
3351,45,54949060,1027739051757,3351,044599799,2/1/2011,"""РФИ БАНК"" ЗАО","105082, г. Москва, Переведеновский пер., д. 13, стр. 4",Заместитель Председателя Правления,Карпенко И.А.,Главный бухгалтер,Таймасов С.В.,Начальник Управления бухгалтерского учета и отчетности,Ленская Е.В.,276-08-00,15
3353,45,56492624,1037739751224,3353-К,044585170,2/1/2011,"НКО ООО ""АРБ-ИНКАСС""","121099, г. Москва, Панфиловский переулок, д. 3",И.О. Генерального директора,Якунин С.А.,Главный бухгалтер,Ситдикова К. М.,Ситдикова К. М.,Ситдикова К. М.,(499)241-11-26,15
3354,45,55000731,1027739586291,3354,044599409,2/1/2011,"КБ ""Ренессанс Капитал"" (ООО)","115114, г. Москва, ул. Кожевническая, д. 14",Председатель Правления Банка,Левченко А.В.,Главный бухгалтер,Марьина Л.Б.,Начальник отдела бухгалтерской отчетности,Передельская О.В.,"783-46-00-доб,11401",22
3357,45,55001127,1027700493589,3357,044583898,2/1/2011,"ООО КБ ""Регионфинансбанк""","115172, г. Москва, ул. Гончарная, д. 38, стр. 2",Председатель Правления,Гумеров Р.Х.,Главный бухгалтер,Гореликова И.В.,Начальник отдела финансового анализа и рисков,Кузьмина Е.Е.,912-38-39,15
3359,45,55001073,1027739627750,3359,044525435,2/1/2011,"ООО КБ ""НР Банк""","101000, г. Москва, ул. Большая Лубянка, д. 22",Заместитель Председателя  Правления,Голешев  А.В.,Главный   бухгалтер,Аргынова  Е.С.,Начальник отдела ФП,Ершова  Л.В.,748-49-32,18
3360,03,55951900,1022300000029,3360,040349516,2/1/2011,"ОАО ""Крайинвестбанк""","350063, Краснодарский край, город Краснодар, улица  Мира,  дом 34",Зам.Генерального директора,З.В.Андреева,Главный бухгалтер,Л.Н.Коробкова,Ведущий специалист,В.А.Вострикова,210-49-37,15
3364,45,56693305,1027739094613,3364,044599427,2/1/2011,"КБ ""КБР БАНК"" (ООО)","117556, г. Москва, ул. Фруктовая, д. 5 а",И.о. Председателя Правления,Каменецкая Н.А.,Главный бухгалтер,Солдатова Н.В.,Начальник Отдела банковской отчетности,Руднева Е.Ю.,(495)363-44-37,21
3365,45,56641478,1107711000066,3365,044599951,2/1/2011,"КБ ""Москоммерцбанк"" (ОАО)","123022, г. Москва, ул. 2-я Звенигородская, д. 13, стр. 43",Управляющий Директор - Директор ДАУБО,Скобельцева М.В.,Заместитель главного бухгалтера,Ермакович Ю.В.,Начальник отдела отчетности,Инчикова Н.В.,792-38-79,31
3367,45,56614079,1027700141490,3367,044599625,2/1/2011,"ООО КБ ""РБС""","125040, г. Москва, 3-я улица Ямского поля, д. 18",Председатель Правления,Сидорова О.А.,Главный бухгалтер,Негребецкая Н.А.,Главный бухгалтер,Негребецкая Н.А.,(495)580-72-88,15
3368,45,56657657,1097711000078,3368,044583503,2/1/2011,"ОАО ""СМП Банк""","115035, г. Москва, ул. Садовническая, д. 71, стр. 11",Зам. Председателя Правления,Шаталова Т.И.,Главный  бухгалтер,Маньшина Т.В.,Главный специалист,Бандо Ю.Г.,981-81-81 доб 1276,31
3370,45,56612117,1027739140220,3370,044585428,2/1/2011,"ООО КБ ""МК Банк""","109172, г. Москва, ул. Крутицкий Вал, д. 14",Заместитель Председателя Правления,Жбанов М.В.,Главный бухгалтер,Милованова Е.В.,Начальник отдела аналитического учета,Бавро К.А.,748-54-24 доб.5229,15
3371,45,56658214,1037700111679,3371-К,044583290,2/1/2011,"ООО НКО ""Рапида""","125190, г. Москва, ул. Усиевича, д. 20, корп. 2",Председатель Правления,Шабанова Татьяна Андреевна,Главный бухгалтер,Левина Наталья Евгеньевна,Заместитель главного бухгалтера,Карабанова Елена Леонтьевна,363-22-82,15
3373,45,56657746,1037739295736,3373,044599993,2/1/2011,"""РЕГНУМ БАНК"" (ООО)","105064, г. Москва, ул. Казакова, д. 27",И.О. Председателя Правления,Федосов Денис Олегович,Главный бухгалтер,Трусова Ирина Александровна,Заместитель главного бухгалтера,Алешина Оксана Борисовна,989-15-00 (доб.447),15
3375,45,56715293,1027700157231,3375,044583792,2/1/2011,"КБ ""Охотный ряд"" (ООО)","125009, г. Москва, Большой Гнездниковский переулок, д. 9, строение 1",Заместитель Председателя Правления,Блохин Д. Ю.,Главный бухгалтер,Марусова Г.Г.,Начальник управления,Минаков В.Ю.,775-11-11,15
3378,45,17023028,1027700406733,3378,044599810,2/1/2011,"ООО КБ ""ПРАДО-БАНК""","119146, г. Москва, Комсомольский проспект. д.32",Зам. Председателя Правления,Д.Г. Коноков,Зам.Главного бухгалтера,Е.Ю.Сойкина,Начальник Отдела отчетности,Е.С. Глядковская,2256050 (1224),15
3379,45,17024499,1027739553753,3379,044585435,2/1/2011,"КБ ""Максима"" (ООО)","105118, г. Москва, ул. Вольная, д.13",Председатель Правления,Белашов Георгий Владимирович,Главный бухгалтер,Ер?мина Марина Владимировна,Нач. отдела отчетности,Осорина Т.М.,8 (499)166-8515,19
3380,70,,1027100002687,3380-К,047003316,2/1/2011,"ОАО НКО ""Тульский Расчетный Центр""","300034, г.Тула,  ул. Лейтейзена, 12-б",Председатель Правления,Дьяков Валерий Станиславович,Главный бухгалтер,Никольская Наталия Вячеславовна,Зам.главного бухгалтера,Никитина Татьяна Васильевна,25-07-90,16
3381,38,57460307,1024600004252,3381-К,043807305,2/1/2011,"НКО ""Первый земельный РЦ"" (ООО)","305016, Курская область, г. Курск, ул. Павлуновского, 1",Директор,Татаренкова Вера Евгеньевна,Главный бухгалтер,Потапова Елена Павловна,Главный бухгалтер,Потапова Елена Павловна,52-78-11,15
3383,45,,1027739510908,3383-К,044579474,2/1/2011,"НКО ""Евроинвест"" (ООО)","107031, г. Москва, Петровский переулок, д. 5, стр. 8",Председатель Правления,Корсун Н.П.,Главный бухгалтер,Рыжакова Г.В.,Главный бухгалтер,Рыжакова Г.В.,(495) 621-12-00,15
3384,45,,1027739007218,3384,044583376,2/1/2011,"""Дил-банк"" (ООО)","125047, г. Москва, ул. Чаянова, д.10, стр.1",И.О.Председателя Правления,Симонова О.Д.,Главный бухгалтер,Сорокина Е.П.,начальник отдела отчетности,Лихорадова М.М.,739-29-99,15
3385,45,,1087711000090,3385,044525887,2/1/2011,"КБ ""КРК"" (ОАО)","123317, г. Москва, ул. Тестовская, дом 10, этаж 12",И.О. Председателя Правления,А.С. Вандышев,Главный бухгалтер,Н.О.Куклина,Начальник  отдела,Данилова С.В.,231-23-00  доб. 1176,31
3386,45,,1037739608697,3386-К,044579980,2/1/2011,"ООО ""НРК""","121108, г. Москва, ул. Ивана Франко, д. 8",Президент,Косарева Елена Борисовна,Главный бухгалтер,Лобанова Наталья Юрьевна,Главный бухгалтер,Лобанова Наталья Юрьевна,926-81-60,15
3388,45,58127892,1087711000013,3388,044583848,2/1/2011,"ОАО ""Банк Финсервис""","121151, г. Москва, Набережная Тараса Шевченко, д. 23 ""А""",Председатель Правления,Костина Елена Анатольевна,Главный бухгалтер,Боровик Ян Валентинович,Заместитель начальника отдела отчетности,Трунова Марина Владиславовна,8(495)777-77-87(доб.2027),31
3390,45,58221378,1037739058180,3390,044525512,2/1/2011,"""Натиксис Банк (ЗАО)""","125047, г. Москва, ул. 1-ая Тверская-Ямская, д. 23, стр. 1",Заместитель Председателя Правления,Ходакова Е.А.,Заместитель главного бухгалтера,Родин А.В.,Заместитель главного бухгалтера,Родин А.В.,787-17-03,15
3393,45,52512494,1020700000310,3393,044552668,2/1/2011,"КБ ""РИАЛ-КРЕДИТ"" (ООО)","127055, г. Москва, ул. Палиха, д. 13/1, стр. 1",Председатель Правления,Смолина Е.Б.,Главный бухгалтер,Тарасова Н.О.,Начальник отдела отчетности,Татарчук О.А.,921-31-13 д.125,15
3395,45,58222359,1027739877857,3395,044525502,2/1/2011,"""МБА-МОСКВА"" ООО","103009, г. Москва, ул. Тверская, д. 6, стр. 2",Первый Заместитель Председателя Правления,Старцева Л.С.,Заместитель Главного бухгалтера,Моисеева О.Ю.,Начальник отдела нормативной отчетности,Щеголева Н.Б.,937-7727,15
3396,45,,1027739669726,3396,044525184,2/1/2011,"ЗАО ""МБ Банк""","105062, г. Москва, ул. Машкова, д. 9/1",Генеральный директор-Председатель Правления,Карджоравари М.А.,Главный бухгалтер,Коняев Анатолий Иванович,Зам. главного бухгалтера,Воронкова Татьяна Юрьевна,625-14-19,15
3397,45,58459758,1027739066739,3397,044583711,2/1/2011,"КБ ""ССтБ"" (ООО)","119296, г. Москва, Ломоносовский проспект, д. 18",Председатель Правления,Кулешов Павел Евгеньевич,Главный бухгалтер,Лащ?нова Екатерина Евгеньевна,Начальник отдела отчетности,Сыч?в Сергей Викторович,(495)777-49-50,15
3398,45,58412523,1027700051390,3398,044583521,2/1/2011,"ООО ""Спартак-Банк""","123001, г. Москва, Вспольный переулок, д. 5, стр.1",Заместитель Председателя Правления,Лерер Б.Д.,Главный бухгалтер,Сергеева Е.В.,Заместитель Главного бухгалтера,Меркушев А.А.,380-19-23,15
3399,45,,1037739033518,3399,044585455,2/1/2011,"КБ ""Природа"" (ООО)","115162, г. Москва, ул. Лестева, дом 18",Зам. Председателя Правления,Садовников Е.В.,Зам. Главного бухгалтера,Комарова Е.В.,Ведущий экономист аналитического отдела,Засимова Т.Ю.,954-10-54,15
3400,45,58494515,1027739287333,3400-К,044579373,2/1/2011,"РНКО ""ЦМР"" (ООО)","119313, г. Москва, Ленинский проспект, д. 89/2",Председатель Правления,Ларина В.Г.,Главный бухгалтер,Маркова С.В.,Главный бухгалтер,Маркова С.В.,727-42-77,31
3401,36,59327375,1026300001947,3401,043678783,2/1/2011,"КБ ""РТС-Банк"" (ЗАО)","445054, Самарская обл., г.Тольятти, ул.Мира, 135",Зам. Председателя Правления,Василянская О.В.,Главный бухгалтер,Сафонова А.Ю.,экономист,Хасанова Л.Ш.,(8482) 312-000,15
3402,45,59056326,1027739481780,3402,044552726,2/1/2011,"КБ ""УНИВЕРСАЛТРАСТ"" (ООО)","119180, г. Москва, 4-й Голутвинский переулок, д.1/8, стр.1-2",Председатель Правления,Петров И.В.,Главный бухгалтер,Наседкин В.Г.,Главный бухгалтер,Наседкин В.Г.,9537960,15
3403,45,,1027739028855,3403,044585466,2/1/2011,"ЗАО КБ ""РУСНАРБАНК""","107140, г. Москва, ул. Верхняя Красносельская, дом 11 А, строение 1",Председатель Правления,В.В.Орленко,Главный бухгалтер,Л.В. Марамзина,Начальник отдела отчетности,М.Е. Маслова,662-50-35,15
3404,45,58528094,1027700427226,3404,044583571,2/1/2011,"ООО ""Трастовый Республиканский Банк""","115280, г. Москва, ул. Автозаводская, д. 5",И.О.ПРЕДСЕДАТЕЛЯ ПРАВЛЕНИЯ,ВОДОЛАЗСКАЯ О.В.,ГЛАВНЫЙ БУХГАЛТЕР,ГОЛОВАНОВА Н.Д.,Начальник отдела,Федорова К.П.,7480935,31
3405,45,58527887,1107711000033,3405,044583823,2/1/2011,"ЗАО КБ ""ИНКРЕДБАНК""","119435, г. Москва, ул. Малая Пироговская, д. 18, стр. 1",Председатель Правления (временно переведен на должность),Ляпин К.А.,Главный бухгалтер,Ларина Н.А.,зам. начальника отдела отчетности,Красникова Л.В.,660-01-70,31
3408,45,58248093,1025000006459,3408,044552746,2/1/2011,"ЗАО ""ЗАТО-банк""","121069, г. Москва, ул. Поварская, д. 10, стр.1",Первый Зам. Председателя Правления,Ижевская М.Н.,Главный бухгалтер,Пронина Т. К.,Зам. Главного бухгалтера,Свиридова Г.В.,981-05-98,15
3411,45,59027595,1027700100340,3411,044579418,2/1/2011,"КБ ""Евросоюз"" (ООО)","115054, г. Москва, ул. Зацепа, д. 27",Председатель Правления,Медведев Андрей Альбертович,И.о. главного бухгалтера,Шестова Елена Васильевна,Зам.нач.управления бух.учета и отчетности,Булло Олеся Александровна,221-73-53 доб.406,15
3413,78,,1027600000251,3413,047897756,2/1/2011,"КБ ""РБА"" (ООО)","152151, Ярославская область, г.Ростов, ул.Пролетарская, 22.",Председатель Правления,Мошкин Д.В.,И.О.Главного бухгалтера,Корнеева Т.В.,Исполнитель,Колосова Е.И.,6-04-44,19
3415,45,59012984,1027739312589,3415,044552724,2/1/2011,"ООО ""Банк РСИ""","115184, г. Москва, ул. Малая Ордынка, д. 35, стр. 1, подъезд 2",Председатель Правления,Вартумян В.Г.,Главный бухгалтер,Каспарова А.Б.,Зам.главного бухгалтера,Мокина Л.А.,951-72-32,15
3416,45,59056622,1027739042143,3416,044583488,2/1/2011,"ООО ""Унифондбанк""","127473, г. Москва, 1-ый Волконский переулок, дом 13",Председатель Правления,Жаворонкова С.Р.,Главный бухгалтер,Токарева О.К.,Главный бухгалтер,Токарева О.К.,229-43-14,15
3417,45,59055502,1027700047715,3417,044585487,2/1/2011,"КБ ""Новый век"" (ООО)","115093, г. Москва, ул. Щипок, д. 4, стр. 1",Председатель Правления,Ларина Л.И.,Главный бухгалтер,Клементьева Л.М.,Заместитель главного бухгалтера,Сундукова Н.Л.,223-00-63,15
3418,45,59047445,1027739547549,3418,044583289,2/1/2011,"КБ ""ВЕБРР"" (ООО)","109240, г. Москва, Москворецкая набережная, д. 2 А, стр. 1",Председатель Правления,Державина З.Я.,Главный бухгалтер,Ларионов В.В.,Заместитель главного бухгалтера,Лейбова Е.А.,980-7940,15
3419,19,10585770,1023500000138,3419-К,041909740,2/1/2011,"ООО НКО ""Вологда-Кредит""","160012, г. Вологда, ул. Ветошкина, д. 76",Председатель Правления,Титов А.А.,Главный бухгалтер,Моторичева Н.С.,Главный бухгалтер,Моторичева Н.С.,75-48-76,15
3420,45,59126802,1027744001438,3420-К,044583475,2/1/2011,"ЗАО НКО ""Частный РКЦ""","101000, г. Москва, ул. Мясницкая, д. 14/2, стр. 1",Председатель Правления,Герасимов В.И.,Главный бухгалтер,Крупнова С.В.,главный бухгалтер,Крупнова С.В.,623-65-40,15
3421,45,,1027744002670,3421,044585498,2/1/2011,"ООО КБ ""Национальный стандарт""","119017, г. Москва, ул. Большая Ордынка, д. 52",Заместитель Председателя Правления,Швецова Д.Р.,Главный бухгалтер,Зайчикова Е.М.,Заместитель главного бухгалтера,Тарабантова Е.В.,725-59-27,18
3422,45,59718514,1027744002989,3422,044583653,2/1/2011,"АКБ ""НАЦКОРПБАНК"" ОАО","123557, г. Москва, Электрический переулок, дом 3/10, стр. 1",Первый Зам. Председателя Правления,Панкин В.А.,Главный бухгалтер,Калашникова Е.В.,Зам.главного бухгалтера,Гусева Л.Г.,780-31-15 доб.145,31
3423,45,,1027744004617,3423,044579555,2/1/2011,"""Миллениум Банк"" (ЗАО)","105066, г. Москва, ул. Новорязанская, д. 31/7, корп. 13",Первый Заместитель Председателя Правления,Черепанов Ю.Г.,Главный бухгалтер,Кральковская Е.Н.,Начальник Отдела отчетности,Алешина Н.В.,788-98-68,15
3427,45,,1027744004903,3427-К,044585503,2/1/2011,"НКО ""Русское финансовое общество"" (ООО)","117418, г. Москва, ул. Гарибальди, д.36",И.о. Председателя Правления,Сухарев А.Н.,Главный бухгалтер,Тимохин А.Б.,Зам. начальника отдела анлиза и отчнтности,Лебедева А.Н.,730-58-78 (доб. 122),15
3430,40,,1027800015209,3430-К,044030304,2/1/2011,"ЗАО НКО РКЦ ""КЛИРИНГОВЫЙ ДОМ""","192029, г. Санкт-Петербург, ул. Ольги Берггольц,  д. 11, литер А, помещение 2Н, комната 3",и.о. Председателя Правления,Афанасьева Людмила Ф?доровна,Главный бухгалтер,Визгалова Людмила Анатольевна,Экономист отдела отчетности и оценки рисков,Шустова Ирина Александровна,6121107,15
3433,45,14244869,1037711002284,3433,044579222,2/1/2011,"ООО КБ ""Стар Альянс""","115280,  г. Москва, ул. Автозаводская, д. 5",Председатель Правления,Карнаухов А.С.,Главный бухгалтер,Кирова И.В.,Зам. начальника отдела сводной финансовой отчетности и оценки уровня банковских рисков,Пчелинцева С.В.,(495)730-52-06,15
3434,45,14284024,1097711000122,3434,044585512,2/1/2011,"""РИАБАНК"" (ЗАО)","127055, Москва, Вадковский пер., д. 5, стр. 1",Председатель Правления,Власова Т.В.,Главный бухгалтер,Шек С.Г.,Начальник отдела отчетности и контроля,Труфанова Н.Ю.,937-35-16 вн.226,15
3435,45,18164788,1037711002471,3435,044552709,2/1/2011,"ООО КБ ""ИКФ""","105005, г. Москва, ул. Бауманская, д. 21",Председатель Правления,Ревзон Дмитрий Августович,Главный бухгалтер,Доронкина Татьяна Владимировна,Заместитель начальника отдела отчетности,Милевич Екатерина Викторовна,645-44-80,18
3436,45,70140300,1037711002339,3436,044583727,2/1/2011,"ООО ""Первый Клиентский Банк""","115280, г. Москва, ул. Ленинская Слобода, д. 19, строение 1",Зам. Председателя Правления,Бровкин С.В.,Главный бухгалтер,Муравская Н.Г.,Главный бухгалтер,Муравская Н.Г.,689-00-35,15
3437,45,70130365,1067711005185,3437,044583736,2/1/2011,Банк НФК (ЗАО),"115114, г. Москва, ул. Кожевническая, дом 14",Заместитель Председателя Правления,Барышников Д.В.,Заместитель Главного бухгалтера,Майорова А.М.,Главный специалист отдела отчетности,Маркичева Л.А.,"787-5337, доб. 5680",15
3439,45,70171631,1037711005045,3439,044579188,2/1/2011,"КБ ""АКЭФ-БАНК"" (ООО)","105120, г. Москва, Большой Полуярославский переулок, дом 10, корпус 2",Первый Заместитель Председателя Правления,Рева И.Г.,Главный бухгалтер,Кузнецова Л.Е.,Начальник Управления отчетности,Благова В.Е.,228-08-48(194),15
3440,45,70208433,1037711005782,3440,044579377,2/1/2011,"ОАО КБ ""ТЭСТ""","119119, г.  Москва, Ленинский проспект, дом 42, корпус 1",Заместитель Председателя Правления,Иевлев В.Н.,Главный бухгалтер,Орлова М. А.,Главный бухгалтер,Орлова Марина Анатольевна,775-05-73,15
3441,45,70170324,1037711005804,3441,044599339,2/1/2011,"КБ ""Банк Развития Технологий"" (ЗАО)","107045, г. Москва, Сретенский бульвар, д.7/1/8, стр.3",Зам.Председателя Правления,Найдин Д.В.,Главный бухгалтер,Моргачева В.А.,Зам. Начальника Отдела сводной отчетности,Грачева Н.А.,780-33-31,15
3443,45,17534421,1037711007773,3443,044583616,2/1/2011,"ООО КБ ""Анелик РУ""","125124, г.Москва, 1-ая ул.Ямского Поля, д.19, стр.1",Зам. Председателя Правления,Воронин  А.В.,Главный бухгалтер,Синева В.Н.,Начальник отдела отчетности,Сатарова М.В.,980-19-19,15
3446,45,,1037711012998,3446,044525500,2/1/2011,"""Коммерческий банк Индии"" ООО","109147, г. Москва, Марксистская ул., д. 16",Президент,Матхур С.К.,Главный бухгалтер,Григоренко Л.С.,Заместитель главного бухгалтера,Алексеева А.В.,735-43-35,15
3447,45,72047912,1107711000011,3447-К,044552247,2/1/2011,"РНКО ""РКО ""ИРЦ"" ЗАО","121351, г. Москва, ул. Коцюбинского, д. 4, офис 210",Председатель Правления,Андреева Л.И.,Главный бухгалтер,Любарец И.А.,Главный бухгалтер,Любарец И.А.,8(499)503-77-68,15
3450,45,72049182,1087711000046,3450,044552536,2/1/2011,"Банк ""РЕСО Кредит"" (ОАО)","109028, г. Москва, ул. Воронцово Поле, д. 5-7, стр. 9",Заместитель Председателя Правления,Давыдов В.В.,Главный бухгалтер,Селявина Е.В.,Главный бухгалтер,Селявина Е.В.,730-77-55,15
3451,45,76553894,1047711012744,3451-К,044583539,2/1/2011,"НКО ""ОРП"" (ООО)","125040, г. Москва, Ленинградский проспект, д. 9",Председатель Правления,Горбунов А.В.,Главный бухгалтер,Миронова Г.И.,Зам.Главного бухгалтера,Лунина И.Н.,(495) 981-57-92,15
3452,45,77318103,1057711000820,3452-К,044552450,2/1/2011,"НКО ""Альтернатива"" (ООО)","109028, г. Москва, пер. Казарменный, д. 6, стр. 1",И.О.Председателя Правления,Быстрицкая М.С.,Главный бухгалтер,Додул Н.Я.,Начальник ОБУИО,Михеева А.Ю.,(495)916-33-27,15
3454,45,,1057711003569,3454-К,044583934,2/1/2011,"НКО ""ИНКАХРАН"" (ОАО)","125445, г.Москва, ул.Смольная, д.22, строение 1",Заместитель Председателя Правления,А.В. Красавин,Главный бухгалтер,Т.А. Пересыпкина,Начальник управления,Струневская И.Н.,960-28-60,15
3455,45,,1057711005384,3455,044525881,2/1/2011,"ЗАО КБ ""Свенска Хандельсбанкен""","105064, г. Москва, Малый Казенный переулок, д. 3",Первый заместитель Президента-Председателя Правления,Кочетова Л.А.,"Финансовый директор, главный  бухгалтер",Белова С.А.,Главный экономист по отчетности,Чернигова О.Н.,961-32-55,15
3457,22,77816597,1055200015408,3457,042202720,2/1/2011,"ЗАО ""ФОРУС Банк""","603000, г. Нижний Новгород, ул. Максима Горького, д.117",Зам. Председателя Правления,Тетерикова Л.В.,Главный бухгалтер,Бабушкина Н.В.,Директор Финансового департамента,Сорокина С.В.,257-85-40,20
3458,45,78530182,1057711008068,3458-Д,044552503,2/1/2011,"ЗАО НДКО ""ЖМС""","125124, г. Москва, 3-я улица Ямского Поля, д. 2, кор. 26",И.о. Президента,Селищева Е.А.,Заместитель главного бухгалтера,Земцова Л.Н.,Заместитель главного бухгалтера,Земцова Л.Н.,916-60-26,15
3460,45,,1057711014800,3460,044525717,2/1/2011,"ООО ""Америкэн Экспресс Банк""","119048, г. Москва, ул. Усачева, д. 33, стр. 1",Заместитель Председателя Правления,Казенас С.Е.,Главный бухгалтер - начальник Управления бухгалтерского учета и отчетности,Савинкова О.Ю.,"Заместитель Главного бухгалтера, Заместитель начальника Управления бухгалтерского учета и отчетности",Артамонова Е.В.,933-84-20,15
3461,36,93583023,1066300000260,3461,043601927,2/1/2011,"ОАО ""Первобанк""","443086, г.Самара, ул.Ерошевского, 3 А",Помощник Председателя Правления по работе с клиентами,Рыжиков С.Ю.,Главный бухгалтер,Радаева Т.Н.,Ведущий экономист,Ксенофонтова А.И.,278-78-78,15
3463,45,,1067711001863,3463,044525733,2/1/2011,"ООО ""Ю Би Эс Банк""","115054, г. Москва, Павелецкая пл., д. 2, стр. 2, 11 эт.",Председатель Правления,К.Шмид,Главный бухгалтер,О.Н.Рубашко,Зам. Главного бухгалтера,М.А.Узунова,648-2338,15
3466,45,96537839,1067711004481,3466,044552721,2/1/2011,"ЗАО АКБ ""Национальный Клиринговый Центр""","125009, г. Москва, Большой Кисловский пер., д. 13",Заместитель Председателя Правления,Сарчев Александр Михайлович,"Главный бухгалтер, член Правления",Бабкина Ольга Григорьевна,Начальник отдела отчетности,Давыдова Светлана Александровна,234-24-88,15
